,y_test,Random Forest,SVM,Extra Trees,Logistic Regression,Random Forest_proba,SVM_proba,Extra Trees_proba,Logistic Regression_proba
342,0,0,0,0,0,0.0,1.6661560530617122e-06,0.0,0.00028538238454178496
343,0,0,0,0,0,0.0,8.07023884413597e-07,0.0,0.00017398179788700996
344,0,0,0,0,0,0.0,0.0014194891975632862,0.005,0.003994537122949476
345,0,0,0,0,0,0.0,0.00019390854247313183,0.0,3.690890979412316e-05
346,0,0,0,0,0,0.0,0.0035033352866147673,0.005,0.05142860277455769
347,1,1,1,1,1,0.855,0.9999901216401716,0.795,0.9978018309710321
348,0,0,0,0,0,0.0,0.0016708488307877068,0.0,4.072038296806936e-07
349,0,0,0,0,0,0.005,9.91314394167569e-07,0.0,0.0007290517441995028
350,0,0,0,0,0,0.0,1.1812206165148814e-07,0.0,3.9160692083180476e-05
351,0,0,0,0,0,0.0,3.0718322197859585e-06,0.0025,0.0004001220032942235
352,0,0,0,0,0,0.005,0.001732152207607181,0.0175,0.02632423072048673
353,1,0,1,1,1,0.5,0.992942952654583,0.585,0.867254388771649
354,0,0,0,0,0,0.0,6.71794459365155e-05,0.0275,0.03950796237705876
355,0,0,0,0,0,0.0,6.860592885423956e-07,0.0,5.6747728546154636e-05
356,0,0,0,0,0,0.0,7.714917695526167e-05,0.0,0.0005172533497538938
357,1,1,1,1,1,0.82,0.99202615260978,0.8325,0.9995640955846344
358,1,0,1,0,1,0.255,0.5947119615946204,0.2525,0.6284285573383246
359,0,0,0,0,0,0.0,1.60337141292471e-07,0.0,8.178557060801044e-06
360,0,0,0,0,0,0.11,0.003982410523723039,0.09,0.21067780586041962
361,1,0,0,0,0,0.095,0.38765323039704047,0.1675,0.289378480345089
362,0,0,0,0,0,0.005,4.3411927902340204e-07,0.0075,0.0002616246042465386
363,0,0,0,0,0,0.0,0.0003780601979539546,0.0,0.0003447543526089916
364,0,0,0,0,0,0.02,0.0008231790034885064,0.0,0.0008551057067460703
365,0,0,0,0,0,0.135,0.013632120293741517,0.15,0.29917366206412715
366,0,0,0,0,0,0.035,0.000784597285359513,0.015,0.0008673818684384556
367,1,1,1,1,1,0.975,0.9932610011384595,1.0,0.9999961327643601
368,0,0,0,0,0,0.0,0.0001764406386935968,0.0125,0.018625065032683154
369,0,0,0,0,0,0.0,0.00036292202025146967,0.0,0.0002850723526581576
370,1,1,1,1,1,0.945,0.9999998682303546,0.9325,0.9998550723348264
371,0,0,0,0,0,0.015,2.6141781911898213e-07,0.0,0.00012436047705469879
372,1,0,1,0,1,0.425,0.5897790492956136,0.49,0.8293921295583812
373,0,0,0,0,0,0.0,0.0003540359133114209,0.0,0.002091191880194963
374,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0025,3.205890690610386e-05
375,0,0,0,0,0,0.005,0.001315464261172334,0.0,0.00011195209521861937
376,0,0,0,0,0,0.0,8.88525010261714e-06,0.0,4.597555189514026e-06
377,0,0,0,0,0,0.0,1.7713042901276673e-06,0.0,0.00030637313598983
378,0,0,0,0,0,0.0,6.240845979579447e-05,0.005,0.00212067004366742
379,0,0,0,0,0,0.0,1.5321476092751952e-07,0.0025,0.0005408925621847992
380,0,0,0,0,0,0.0,0.000581848356722548,0.0,1.3832120247089962e-05
381,0,0,0,0,0,0.025,1.1704377387249833e-05,0.005,0.014548634240755554
382,0,0,0,0,0,0.0,0.0003522061938807831,0.0,9.028140887558271e-05
383,1,1,1,1,1,0.965,0.9999999673010422,0.9775,0.9985773925951488
384,0,0,0,0,0,0.0,0.0007451795465201477,0.0,0.0001989528374742205
385,0,0,0,0,0,0.0,1.7198918208806741e-06,0.0,2.934302766658212e-05
386,1,1,1,1,1,0.905,0.9999999642139031,0.92,0.9994788232923821
387,1,0,1,0,1,0.28,0.9766699390779114,0.395,0.9898730945910551
388,1,1,1,1,1,0.71,0.9999816806300096,0.73,0.9148690761455699
389,0,0,0,0,1,0.125,0.048134093379690865,0.1925,0.7792386987913217
390,1,1,1,1,1,0.895,0.9999996997562712,0.8775,0.9997432115882543
391,0,0,0,0,0,0.045,0.007694704844581181,0.01,0.005400871427721722
392,0,0,0,0,0,0.005,4.004094864674215e-07,0.0,0.00019645796236518988
393,0,0,0,0,0,0.13,0.039387899690863884,0.155,0.3150163919556381
394,0,0,0,0,0,0.0,0.0008347022792915623,0.0,4.640349731251671e-06
395,0,0,0,0,0,0.005,1.0000000994736041e-07,0.0075,0.0003647489002174621
396,0,0,0,0,0,0.0,0.0012219633250047071,0.0,0.00013987352554506932
397,0,0,0,0,0,0.0,5.3252294273788935e-06,0.0075,0.0001230815006790207
398,0,0,0,0,0,0.16,0.0503887279516126,0.2925,0.2399602212731809
399,0,0,0,0,0,0.0,2.5837506777466856e-06,0.0,0.0024365129997740063
400,0,0,0,0,0,0.025,1.0000000994736041e-07,0.0,3.366627626126587e-05
401,0,0,0,0,0,0.005,1.8697153668384654e-07,0.0,0.002837179612642099
402,0,0,0,0,0,0.0,2.7044837272647364e-06,0.0,0.020786706449471146
403,0,0,0,0,0,0.0,0.00046294422404465454,0.0025,0.0005301312335543785
404,0,0,0,0,0,0.065,0.00013794533075467622,0.0325,9.536041905664366e-05
405,1,1,1,1,1,0.975,0.9797054013963181,0.9675,0.9999964259046272
406,1,1,1,1,1,1.0,0.9999999998806707,0.9775,0.9988502736426275
407,0,0,0,0,0,0.03,0.004603689211716449,0.04,0.2752634860796834
408,1,1,1,1,1,0.61,0.9710916341341357,0.695,0.9895369405229846
409,0,0,0,0,0,0.0,8.403040641146927e-07,0.0,8.57605796736447e-05
410,0,0,0,0,0,0.0,0.0014216494812705968,0.0,1.968324460349194e-05
411,0,0,0,0,0,0.0,0.0004960886414141524,0.0,0.0004882915367914616
412,0,0,0,0,0,0.175,0.013565327113887374,0.2525,0.02099063410975865
413,0,0,0,0,0,0.01,0.00011970866884643234,0.0,0.032024965154430936
414,0,0,0,0,0,0.0,2.8362891402740485e-06,0.0,0.00010017305076148644
415,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0025,0.00026746056547158055
416,0,0,0,0,0,0.0,0.000767397152266989,0.0025,0.0010875255978325363
417,0,0,0,0,0,0.0,1.8511746731760319e-07,0.0,0.00016529849872503038
418,0,0,0,0,0,0.0,3.5781162837024156e-06,0.005,0.10997164595741693
419,1,1,1,1,0,0.785,0.867097068653818,0.65,0.43608114563944683
420,0,0,0,0,0,0.0,0.000177649936017151,0.0,1.8070443282255217e-05
421,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0025,2.903739981958357e-05
422,0,0,0,0,0,0.0,2.6546579518114597e-05,0.0,3.026936221923926e-08
423,0,0,0,0,0,0.025,2.1388142080038393e-07,0.005,0.019023253724288723
424,0,0,0,0,0,0.0,0.0006627103274958272,0.0,0.005504762974381141
425,0,0,0,0,0,0.005,1.0000000994736041e-07,0.0,8.071049085865426e-06
426,0,0,0,0,0,0.01,0.0002460760126944052,0.005,0.07108180543063955
427,0,0,0,0,0,0.0,0.0006665203367834869,0.0,0.0027903100185108338
428,0,0,0,0,0,0.0,0.0025079178734339447,0.0,0.000406665168651401
429,1,1,1,1,1,1.0,0.9934522424003734,1.0,0.9999851069008883
430,0,0,0,0,0,0.01,1.0000000994736041e-07,0.0125,0.0006249683996957675
431,0,0,0,0,0,0.005,6.888363129237514e-05,0.015,0.002492263200015889
432,0,0,0,0,0,0.0,1.1333877871355938e-05,0.0175,0.0001326278783645016
433,0,0,0,0,0,0.005,0.0003265100431576162,0.01,0.009859432955634084
434,0,0,0,0,0,0.0,3.861080061858649e-06,0.005,0.006127664074607332
435,0,0,0,0,0,0.005,0.0015517824279274522,0.005,0.0007947227130045218
436,1,1,1,1,1,0.655,0.9966098055494937,0.7675,0.9636068964285366
437,0,0,0,0,0,0.045,0.0014988689168860994,0.02,0.021264650234739012
438,0,0,0,0,0,0.0,1.758493000730507e-06,0.0,0.0005532597991759464
439,1,1,1,1,1,0.78,0.9864793783709181,0.775,0.9971809179892444
440,0,0,0,0,0,0.045,0.0006734654833786672,0.035,0.008117599794042526
441,0,0,0,0,0,0.01,0.008829508999137849,0.0075,0.0006693446049896825
442,0,0,0,0,0,0.0,1.1608847775844425e-06,0.0,1.9556340461221834e-05
443,0,0,0,0,0,0.09,0.0007497355255793831,0.09,0.07795024339761815
444,0,0,0,0,0,0.0,0.000318122792716695,0.0,9.065187708615211e-06
445,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,0.00013070272037713455
446,0,0,0,0,0,0.065,0.00010616003744846525,0.0475,0.0001925464131920288
447,0,0,0,0,0,0.0,0.00020565504080309233,0.0,3.391560474110926e-05
448,0,0,0,0,0,0.01,2.685892117574675e-05,0.0075,0.0009827632816497044
449,1,1,1,1,1,0.665,0.99999997729415,0.765,0.9995030302173251
450,0,0,0,0,0,0.0,3.4158378036698996e-07,0.0,6.600960819651043e-05
451,0,0,0,0,0,0.01,0.00014328240598273818,0.015,0.009453506236406726
452,0,0,0,0,0,0.0,5.016534598512765e-07,0.0,0.0009246470558404862
453,1,1,1,1,1,0.66,0.9999999987461637,0.76,0.9985917088959817
454,1,1,1,1,1,0.935,0.9999986226727707,0.935,0.996816884387099
455,1,1,1,1,1,0.7,0.9905326517214913,0.7525,0.9566102976573382
456,0,0,0,0,0,0.0,1.6428241557838903e-05,0.0,1.0794825202235849e-05
457,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,2.761821737869364e-06
458,0,0,0,0,0,0.0,0.00047474838538147986,0.0,0.00016823573620705818
459,1,1,1,1,1,0.93,0.9999829020062927,0.9675,0.9856968742516978
460,0,0,0,0,0,0.04,9.487598938894026e-06,0.0325,0.0003528408986046003
461,0,0,0,0,0,0.0,3.254273110387336e-05,0.005,0.0003229283429210246
462,0,0,0,0,0,0.0,1.2135137797045192e-05,0.0,0.0005219231144536849
463,0,0,0,0,0,0.0,3.030905903494509e-06,0.0,1.003558374248757e-07
464,0,0,0,0,0,0.21,0.0006047362329244816,0.115,0.08945284317764689
465,0,0,0,0,0,0.02,0.0001964880245320178,0.01,0.0029663432069753455
466,0,0,0,0,0,0.32,0.008382219928842903,0.23,0.3914566276087987
467,0,0,0,0,0,0.0,6.496603615079534e-05,0.0,2.0109107653147147e-06
468,0,0,0,0,0,0.035,0.0006901951373114601,0.085,0.00014258277410284943
469,0,0,0,0,0,0.01,0.00017697145912452583,0.0,1.296047672262221e-05
470,0,0,0,0,0,0.0,6.672747105406557e-07,0.0075,0.008950054173600716
471,0,0,0,0,0,0.005,3.210966071204347e-05,0.0125,0.00031161351793576635
472,0,0,0,0,0,0.0,3.4995777188499655e-07,0.0,9.442074793788859e-05
473,1,1,1,1,1,0.98,0.9918741370820069,0.9925,0.9994407664017424
474,1,1,1,1,1,0.865,0.9999982231237153,0.83,0.9994578398540237
475,0,0,0,0,0,0.005,0.000609735206620542,0.0,0.00888808848771436
476,0,0,0,0,0,0.07,6.024306503166465e-05,0.0875,0.011814672118281709
477,0,0,0,0,0,0.01,0.0024113526864978406,0.0,0.01893423669065506
478,0,0,0,0,0,0.0,9.269896403742405e-07,0.0075,0.0024044014741484016
479,0,0,0,0,0,0.055,0.0021352895180129726,0.0625,0.017414049257276673
480,0,0,0,0,0,0.01,1.1802918235814187e-06,0.005,0.09822477751400199
481,0,0,0,0,0,0.085,0.00044890615137761964,0.1025,0.021851803853935134
482,0,0,0,0,0,0.0,0.0003040912074609982,0.0,8.486003299742247e-05
483,1,1,1,1,1,0.995,0.9999863038812772,0.9925,0.9981680352763843
484,0,0,0,0,0,0.0,2.5252379784437932e-05,0.0,2.3464182274032647e-07
485,0,0,0,0,0,0.04,0.03438118726072494,0.09,0.018521181680442533
486,0,0,0,0,0,0.005,0.0023877990772015237,0.0,0.00893434392719083
487,0,0,0,0,0,0.015,7.928971375020988e-06,0.0275,0.0004926243766548532
488,1,1,1,1,1,0.865,0.9999999806372885,0.93,0.996618339939336
489,0,0,0,0,0,0.075,0.006087663373392433,0.0725,0.0002423712804103539
490,0,0,0,0,0,0.0,0.00013838518839192338,0.0,2.6920126911792002e-05
491,0,0,0,0,0,0.0,0.00038670351214762895,0.0,0.001566768243809582
492,0,0,0,0,0,0.0,8.652158257384333e-05,0.005,0.0011940252528487235
493,0,0,0,0,0,0.06,0.0010292655832104792,0.0275,0.13953735221207114
494,0,0,0,0,0,0.035,0.00048868022776015,0.0175,0.0002172168475281566
495,0,0,0,0,0,0.0,1.0655246336580494e-06,0.0,1.6514193768439436e-05
496,1,1,1,1,1,0.85,0.9899188204348883,0.915,0.9432060893395221
497,1,1,1,1,1,0.975,0.9958190629228729,0.99,0.9977253696960621
498,0,0,0,0,0,0.0,2.0696755213400938e-06,0.0,3.2833724283826002e-06
499,0,0,0,0,0,0.035,2.785781070279593e-07,0.005,0.006081708721466298
500,1,1,1,1,1,0.97,0.9999999976892903,0.9525,0.9857328642039597
501,0,0,0,0,0,0.0,1.4076624177112881e-06,0.0075,0.006589340351026583
502,0,0,0,0,0,0.0,2.0438161966477343e-06,0.0,1.1709047567004793e-06
503,0,0,0,0,0,0.0,2.9235256921116187e-06,0.0,4.3122064237754586e-05
504,0,0,0,0,0,0.005,7.583349716804172e-07,0.005,0.0003818480044783512
505,0,0,0,0,0,0.0,0.001130678132104662,0.0025,0.00042496909124443505
506,0,0,0,0,0,0.0,3.0269450272640755e-05,0.0,0.00018637726139619838
507,1,1,1,1,1,0.965,0.9949568613206192,0.9825,0.9953846668638073
508,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,0.00014540488904139608
509,0,0,0,0,0,0.0,0.00028966534321025024,0.01,0.021106658577189012
510,1,1,1,1,1,0.9,0.9999994709037762,0.94,0.9920892465773911
511,0,0,0,0,0,0.0,5.65309980212681e-07,0.0,0.0037061119795073934
512,0,0,0,0,0,0.0,1.952333280004763e-05,0.0,3.0125489213444645e-07
513,0,0,0,0,0,0.01,5.0345939068381175e-05,0.035,7.665643111418781e-05
514,0,0,0,0,0,0.0,0.0009278844971494253,0.0,0.0005870340274409972
515,0,0,0,0,0,0.07,0.004243561697821093,0.075,0.005088581490543789
516,0,0,0,0,0,0.005,6.922463682587423e-07,0.0,0.0016269611480827307
517,1,1,1,1,1,0.835,0.996682408698851,0.81,0.9912229094576088
518,1,1,1,1,1,0.65,0.999981296413577,0.7425,0.9949171630169891
519,0,0,0,0,0,0.04,0.0014326388043967306,0.0075,0.12803558813181085
520,1,1,1,1,1,0.72,0.9712657106090935,0.7325,0.9999915957263914
521,0,0,0,0,0,0.05,0.00011478255428011565,0.06,0.007302317857260462
522,0,0,0,0,0,0.0,8.136615194950617e-06,0.0,0.00026774979978150785
523,0,0,0,0,0,0.035,3.1376514503151796e-06,0.025,0.00329029803075363
524,0,0,0,0,0,0.0,2.5489652391208463e-07,0.0,3.7280065686807877e-06
525,0,0,0,0,0,0.09,0.00030601741230792766,0.075,0.15297791911141498
526,0,0,0,0,0,0.0,0.0008196162121838893,0.0,4.0223528418028095e-06
527,0,0,0,0,0,0.11,3.1358635287236378e-06,0.0575,0.012152753314003983
528,0,0,0,0,0,0.0,0.004179996472080631,0.0,0.0006411476060468593
529,1,1,1,1,1,0.945,0.9999991091533643,0.895,0.989241711420374
530,0,0,0,0,0,0.0,3.9303302482765736e-05,0.0025,0.0006181939048095569
531,1,1,1,1,1,0.95,0.9999986051710394,0.905,0.9968042859061758
532,0,0,0,0,0,0.0,0.0004625815336029125,0.0,0.0003332715259513917
533,0,0,0,0,0,0.005,0.0001589155756000476,0.0,3.2610093826592154e-06
534,0,0,0,0,0,0.01,0.0004985441818212735,0.0,0.00013315812061519248
535,0,0,0,0,0,0.005,0.0008534019877432773,0.0,0.004823721246007769
536,0,0,0,0,0,0.0,0.00016970442542543207,0.0025,0.0007744206912122917
537,0,0,0,0,0,0.03,0.0008686804548316174,0.0525,0.03944220660742503
538,0,0,0,0,0,0.0,0.0014008337449433902,0.0,0.0006092521948849206
539,0,0,0,0,0,0.005,1.0000000994736041e-07,0.0025,5.956871304389913e-05
540,1,1,1,1,1,0.99,0.9999999999407133,0.9425,0.9607822441032455
541,0,0,0,0,0,0.005,0.0006448315150927029,0.0,0.0032452507682529407
542,1,1,1,1,0,0.805,0.9923648222081681,0.8125,0.43328602031974284
543,0,0,0,0,0,0.0,4.671250089158802e-06,0.0,1.9631138070911035e-07
544,0,0,0,0,0,0.0,0.0006036915167288122,0.0025,3.772387771794688e-05
545,0,0,0,0,0,0.005,4.972146993881587e-07,0.0075,0.002860434834000201
546,0,0,0,0,0,0.0,8.376784566407069e-07,0.0025,0.000313251208867947
547,0,0,0,0,0,0.015,0.00014147744729223812,0.0025,0.039333061593464745
548,0,0,0,0,0,0.005,0.0010321236890779195,0.0075,0.0002477925353556578
549,0,0,0,0,0,0.0,4.4103928505145784e-05,0.0,0.05340083923666333
550,0,0,0,0,0,0.065,0.002631578285884613,0.095,0.39139519748388596
551,0,0,0,0,0,0.0,0.00011248502349105012,0.0025,7.487154655753833e-08
552,0,0,0,0,0,0.0,0.00028471422185013314,0.0,0.0003696113309170367
553,0,0,0,0,0,0.0,0.000403342724425396,0.0,0.00200659528732261
554,0,0,0,0,0,0.02,0.0014132498459702282,0.0,0.0005224034505277645
555,0,0,0,0,0,0.065,3.303626792813668e-06,0.02,0.00039699603320729997
556,0,0,0,0,0,0.0,3.2632889742105196e-05,0.0075,0.009123600759772157
557,0,0,0,0,0,0.035,0.0009798175232516961,0.045,0.004753651823588404
558,0,0,0,0,0,0.0,2.6354673226360122e-05,0.0025,0.000807832243092211
559,0,0,0,0,0,0.0,0.00021807050101970216,0.0,0.0010271949144590653
560,0,0,0,0,1,0.35,0.018861105117475626,0.2025,0.5546216829563215
561,0,0,0,0,0,0.0,1.858562986603973e-06,0.0,1.1735184752698997e-06
562,0,0,0,0,0,0.0,8.447043391238768e-07,0.0025,0.0004868663831746127
563,1,1,1,1,1,0.98,0.9999999997744937,0.975,0.9816031303107556
564,0,0,0,0,0,0.015,2.0991405125818004e-05,0.0025,0.0008722873077712717
565,0,0,0,0,0,0.0,3.0715584181212474e-06,0.0,1.1744090193510913e-06
566,0,0,0,0,0,0.0,5.127568629872343e-07,0.0,0.0005976270592200444
567,0,0,0,0,0,0.0,0.00032004626874373104,0.0,3.616939193222192e-05
568,0,0,0,0,0,0.0,0.00048428423601542853,0.0,0.0014233278662820188
569,0,0,0,0,0,0.0,4.333613330259129e-06,0.0,1.8048951454171296e-05
570,0,0,0,0,0,0.0,0.0016698422974943817,0.0,1.8282642127511466e-06
571,1,1,1,1,1,0.57,0.9767979495109326,0.67,0.9999999834238773
572,0,0,0,0,0,0.005,6.441182245317013e-07,0.0,0.007785854311614238
573,0,0,0,0,0,0.01,0.0001355332467390003,0.0025,0.005880617641550173
574,0,0,0,0,0,0.005,6.633539181841685e-07,0.0175,0.017431646496521708
575,0,0,0,0,0,0.005,1.0000000994736041e-07,0.0,1.4023210714460355e-05
576,0,0,0,0,0,0.0,1.6021377471215203e-06,0.0,0.0007997120733003936
577,0,0,0,0,0,0.07,0.0006092903454088497,0.0925,0.0032112877081627036
578,0,0,0,0,0,0.005,0.0001782816753339658,0.01,0.0012710074580866255
579,0,0,0,0,0,0.02,0.00018136417274817462,0.0125,0.02132811423516919
580,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,0.00022608315983168873
581,0,0,0,0,0,0.0,0.0010626056051916697,0.0,1.9030366558585547e-05
582,0,0,0,0,0,0.025,0.00043513858668541624,0.05,0.2002784420761602
583,0,0,0,0,0,0.065,1.635926475540551e-05,0.03,0.0012407094186283013
584,0,0,0,0,0,0.01,2.008473248101615e-07,0.0025,0.0018116234244032786
585,0,0,0,0,0,0.005,8.579628243092498e-05,0.0,0.0004703213072644232
586,0,0,0,0,0,0.0,3.35615341910431e-05,0.0,4.0908304417215377e-07
587,0,0,0,0,0,0.0,7.256279072712376e-07,0.0025,0.0016961987100925244
588,0,0,0,0,0,0.0,3.291502896284293e-05,0.0,7.726159476664062e-08
589,0,0,0,0,0,0.0,2.6807126801916917e-05,0.0,1.5313274650075012e-05
590,0,0,0,0,0,0.015,0.0001373948825640355,0.025,0.0004141658643409158
591,0,0,0,0,0,0.075,0.0011523531139003527,0.0275,0.07941367263422384
592,0,0,0,0,0,0.0,0.00029090723920704775,0.0,4.5084180690473696e-05
593,0,0,0,0,0,0.0,5.655978131660556e-06,0.0025,0.00015757033249434884
594,1,0,0,0,1,0.48,0.1862003899948694,0.46,0.9331432066982281
595,0,0,0,0,0,0.01,1.3131255217821882e-05,0.01,0.20477378166532426
596,0,0,0,0,0,0.0,0.0003617803986087251,0.0,0.00013946629591778405
597,0,0,0,0,0,0.0,0.004112747581904897,0.0,0.01175988856795854
598,0,0,0,0,0,0.035,0.0004770423750743388,0.0575,0.05423663605558398
599,0,0,0,0,0,0.0,6.115615265031817e-07,0.0,2.9084998268229627e-05
600,0,0,0,0,0,0.0,1.950679328357112e-05,0.0,0.00013083336091599236
601,0,0,0,0,0,0.0,5.391522249331088e-05,0.0,2.270521451543634e-05
602,0,0,0,0,0,0.005,2.364970056823069e-06,0.0075,0.011402859397482517
603,0,0,0,0,0,0.0,0.0013738697254520801,0.01,0.011402353084197361
604,0,0,0,0,0,0.0,1.430033795994304e-06,0.0,9.366355148390955e-05
605,0,0,0,0,0,0.0,0.0007637144263633013,0.0,0.00012102160940562512
606,1,1,1,1,1,0.705,0.9780191604181373,0.91,0.9994321814408909
607,0,0,0,0,0,0.0,6.465150430772525e-06,0.0,2.0569942335399427e-08
608,0,0,0,0,0,0.005,8.289079053936484e-07,0.0025,0.001529555676845682
609,0,0,0,0,0,0.19,0.23739043614951721,0.345,0.3411956140146262
610,0,0,0,0,0,0.0,5.693992617783671e-06,0.005,0.0033912321405065093
611,0,0,0,0,0,0.005,0.0024269729619921907,0.0125,0.00014169742173922848
612,0,0,0,0,0,0.0,2.268617389616326e-06,0.0,0.00036240041712036855
613,0,0,0,0,0,0.0,1.0468173666329288e-05,0.0,0.0011903018453606657
614,1,1,1,1,1,0.875,0.9962793218098953,0.8675,0.8801431054097973
615,0,0,0,0,0,0.35,0.0035294123550584948,0.285,0.15902072693104471
616,0,0,0,0,0,0.01,1.7899287514126918e-07,0.0,0.0001336758390186503
617,1,0,1,1,1,0.425,0.9912533180964975,0.62,0.8839731896577858
618,0,0,0,0,0,0.0,1.0000000994736041e-07,0.0,4.532307007854991e-05
619,0,0,0,0,0,0.0,1.6212283604627083e-06,0.0,0.0006892809316455851
620,1,1,1,1,1,0.94,0.9820724925289612,0.925,0.99999623963485
621,0,0,0,0,0,0.0,8.304414303490045e-05,0.0075,0.0022719699263210424
622,0,0,0,0,0,0.0,0.002112552875978416,0.01,0.008876106621262914
623,1,1,1,1,1,0.955,0.9999968213886576,0.975,0.9943651666815211
624,0,0,0,0,0,0.045,0.004020588380751501,0.03,0.0027043545782510768
625,0,0,0,0,0,0.07,0.0017795661685353784,0.0525,0.4104095390671073
626,0,0,0,0,1,0.1,0.0560602299772639,0.1275,0.895439655928242
627,0,0,0,0,0,0.0,0.0012162059988393874,0.0,8.323000409963343e-05
628,0,0,0,0,0,0.005,1.0000000994736041e-07,0.015,0.0032619512376285825
629,0,0,0,0,0,0.01,2.2112548481068415e-05,0.0025,0.005217368744341083
630,0,0,0,0,0,0.0,2.2152498813239186e-07,0.0,0.0006465765941270686
631,0,0,0,0,0,0.0,0.0025110981669863907,0.005,0.024970788252768845
632,0,0,0,0,0,0.0,0.006315417714171973,0.0025,0.005351440895690809
633,0,0,0,0,0,0.005,0.004721452652075529,0.0,2.156579319796703e-06
634,0,0,0,0,0,0.0,8.362128718653269e-07,0.0,0.0008020170237774037
635,0,0,0,0,0,0.0,1.0735140019166952e-07,0.0025,0.00016936796668166375
636,0,0,0,0,0,0.18,9.610049220158338e-05,0.1925,0.07147499796318191
637,0,0,0,0,0,0.0,0.00011968106011616288,0.0,3.298485673784552e-07
638,0,0,0,0,0,0.0,6.724608035779503e-06,0.0,0.0007022934855699145
639,0,0,0,0,0,0.085,0.008077801979718352,0.0825,0.236177401802216
640,0,0,0,0,0,0.015,2.3437513018567596e-06,0.0075,0.0004885101949062284
641,1,1,1,1,1,0.99,0.9999999999852638,0.9925,0.9995025560612684
642,0,0,0,0,0,0.0,1.5393427754748148e-06,0.0,0.0069420946972831256
643,0,0,0,0,0,0.0,9.185346197409851e-07,0.0,0.007816555205127817
644,0,0,0,0,0,0.0,1.1062619347331336e-06,0.0,0.0001817253762888683
645,0,0,0,0,0,0.0,1.0482921360038308e-05,0.0025,0.00016447954956274005
646,0,0,0,0,0,0.0,1.371588834067735e-05,0.0025,0.005580141475467566
647,1,1,1,1,1,0.995,0.9935754665046465,1.0,0.9999003030616708
648,0,0,0,0,0,0.005,7.86961384523408e-05,0.0025,0.005678033989833283
